kaithi,hindi
𑂡𑂲𑂩𑂵 𑂩𑂰𑂧 𑂮𑂹𑂍𑂴𑂪 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे राम स्कूल पढ़ रहा हूँ
𑂃𑂦𑂲 𑂧𑂶𑂁 𑂮𑂹𑂍𑂴𑂪 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी मैं स्कूल लिख रहा हूँ
𑂄𑂔 𑂯𑂧 𑂍𑂱𑂞𑂰𑂥 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,आज हम किताब देख रहा हूँ
𑂍𑂪 𑂞𑂳𑂧 𑂍𑂱𑂞𑂰𑂥 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,कल तुम किताब पढ़ रहा हूँ
𑂡𑂲𑂩𑂵 𑂮𑂲𑂞𑂰 𑂐𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे सीता घर लिख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂮𑂲𑂞𑂰 𑂎𑂰𑂢𑂰 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी सीता खाना देख रहा हूँ
𑂡𑂲𑂩𑂵 𑂮𑂲𑂞𑂰 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे सीता स्कूल जा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂮𑂲𑂞𑂰 𑂐𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी सीता घर लिख रहा हूँ
𑂍𑂪 𑂫𑂯 𑂎𑂰𑂢𑂰 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल वह खाना लिख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂮𑂲𑂞𑂰 𑂍𑂱𑂞𑂰𑂥 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी सीता किताब खा रहा हूँ
𑂃𑂦𑂲 𑂩𑂰𑂧 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी राम स्कूल जा रहा हूँ
𑂃𑂦𑂲 𑂯𑂧 𑂎𑂰𑂢𑂰 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी हम खाना पढ़ रहा हूँ
𑂍𑂪 𑂞𑂳𑂧 𑂐𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल तुम घर जा रहा हूँ
𑂍𑂪 𑂮𑂲𑂞𑂰 𑂮𑂹𑂍𑂴𑂪 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,कल सीता स्कूल पढ़ रहा हूँ
𑂍𑂪 𑂩𑂰𑂧 𑂮𑂹𑂍𑂴𑂪 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल राम स्कूल खा रहा हूँ
𑂍𑂪 𑂧𑂶𑂁 𑂎𑂰𑂢𑂰 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल मैं खाना देख रहा हूँ
𑂡𑂲𑂩𑂵 𑂫𑂯 𑂮𑂹𑂍𑂴𑂪 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे वह स्कूल खा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂮𑂲𑂞𑂰 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी सीता बाजार देख रहा हूँ
𑂡𑂲𑂩𑂵 𑂫𑂯 𑂍𑂱𑂞𑂰𑂥 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे वह किताब खा रहा हूँ
𑂍𑂪 𑂯𑂧 𑂎𑂰𑂢𑂰 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल हम खाना खा रहा हूँ
𑂍𑂪 𑂩𑂰𑂧 𑂎𑂰𑂢𑂰 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,कल राम खाना पढ़ रहा हूँ
𑂍𑂪 𑂫𑂯 𑂥𑂰𑂔𑂰𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल वह बाजार जा रहा हूँ
𑂄𑂔 𑂧𑂶𑂁 𑂥𑂰𑂔𑂰𑂩 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज मैं बाजार खा रहा हूँ
𑂃𑂦𑂲 𑂯𑂧 𑂐𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी हम घर देख रहा हूँ
𑂍𑂪 𑂯𑂧 𑂥𑂰𑂔𑂰𑂩 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,कल हम बाजार पढ़ रहा हूँ
𑂡𑂲𑂩𑂵 𑂮𑂲𑂞𑂰 𑂍𑂱𑂞𑂰𑂥 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे सीता किताब जा रहा हूँ
𑂄𑂔 𑂧𑂶𑂁 𑂥𑂰𑂔𑂰𑂩 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज मैं बाजार खा रहा हूँ
𑂃𑂦𑂲 𑂩𑂰𑂧 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी राम बाजार देख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂫𑂯 𑂍𑂱𑂞𑂰𑂥 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी वह किताब खा रहा हूँ
𑂄𑂔 𑂞𑂳𑂧 𑂐𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज तुम घर जा रहा हूँ
𑂄𑂔 𑂩𑂰𑂧 𑂎𑂰𑂢𑂰 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज राम खाना जा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂩𑂰𑂧 𑂎𑂰𑂢𑂰 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी राम खाना जा रहा हूँ
𑂡𑂲𑂩𑂵 𑂮𑂲𑂞𑂰 𑂎𑂰𑂢𑂰 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे सीता खाना लिख रहा हूँ
𑂡𑂲𑂩𑂵 𑂩𑂰𑂧 𑂮𑂹𑂍𑂴𑂪 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे राम स्कूल खा रहा हूँ
𑂃𑂦𑂲 𑂫𑂯 𑂮𑂹𑂍𑂴𑂪 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी वह स्कूल खा रहा हूँ
𑂄𑂔 𑂧𑂶𑂁 𑂍𑂱𑂞𑂰𑂥 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,आज मैं किताब पढ़ रहा हूँ
𑂄𑂔 𑂯𑂧 𑂥𑂰𑂔𑂰𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज हम बाजार जा रहा हूँ
𑂄𑂔 𑂮𑂲𑂞𑂰 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज सीता स्कूल जा रहा हूँ
𑂡𑂲𑂩𑂵 𑂧𑂶𑂁 𑂍𑂱𑂞𑂰𑂥 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे मैं किताब खा रहा हूँ
𑂡𑂲𑂩𑂵 𑂩𑂰𑂧 𑂍𑂱𑂞𑂰𑂥 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे राम किताब लिख रहा हूँ
𑂍𑂪 𑂞𑂳𑂧 𑂐𑂩 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल तुम घर खा रहा हूँ
𑂃𑂦𑂲 𑂩𑂰𑂧 𑂥𑂰𑂔𑂰𑂩 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी राम बाजार पढ़ रहा हूँ
𑂍𑂪 𑂮𑂲𑂞𑂰 𑂐𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल सीता घर जा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂧𑂶𑂁 𑂍𑂱𑂞𑂰𑂥 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी मैं किताब जा रहा हूँ
𑂄𑂔 𑂯𑂧 𑂮𑂹𑂍𑂴𑂪 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,आज हम स्कूल पढ़ रहा हूँ
𑂍𑂪 𑂮𑂲𑂞𑂰 𑂐𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल सीता घर लिख रहा हूँ
𑂃𑂦𑂲 𑂮𑂲𑂞𑂰 𑂮𑂹𑂍𑂴𑂪 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी सीता स्कूल पढ़ रहा हूँ
𑂍𑂪 𑂯𑂧 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल हम बाजार देख रहा हूँ
𑂄𑂔 𑂩𑂰𑂧 𑂍𑂱𑂞𑂰𑂥 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,आज राम किताब देख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂯𑂧 𑂮𑂹𑂍𑂴𑂪 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी हम स्कूल लिख रहा हूँ
𑂄𑂔 𑂮𑂲𑂞𑂰 𑂍𑂱𑂞𑂰𑂥 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज सीता किताब जा रहा हूँ
𑂃𑂦𑂲 𑂧𑂶𑂁 𑂮𑂹𑂍𑂴𑂪 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी मैं स्कूल लिख रहा हूँ
𑂍𑂪 𑂯𑂧 𑂮𑂹𑂍𑂴𑂪 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल हम स्कूल लिख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂮𑂲𑂞𑂰 𑂐𑂩 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी सीता घर पढ़ रहा हूँ
𑂡𑂲𑂩𑂵 𑂩𑂰𑂧 𑂐𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे राम घर लिख रहा हूँ
𑂃𑂦𑂲 𑂩𑂰𑂧 𑂎𑂰𑂢𑂰 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी राम खाना जा रहा हूँ
𑂍𑂪 𑂞𑂳𑂧 𑂎𑂰𑂢𑂰 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल तुम खाना जा रहा हूँ
𑂄𑂔 𑂯𑂧 𑂐𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,आज हम घर देख रहा हूँ
𑂍𑂪 𑂫𑂯 𑂮𑂹𑂍𑂴𑂪 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल वह स्कूल खा रहा हूँ
𑂄𑂔 𑂯𑂧 𑂎𑂰𑂢𑂰 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,आज हम खाना पढ़ रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂩𑂰𑂧 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी राम स्कूल जा रहा हूँ
𑂄𑂔 𑂫𑂯 𑂥𑂰𑂔𑂰𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,आज वह बाजार लिख रहा हूँ
𑂍𑂪 𑂩𑂰𑂧 𑂎𑂰𑂢𑂰 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,कल राम खाना पढ़ रहा हूँ
𑂍𑂪 𑂩𑂰𑂧 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल राम बाजार देख रहा हूँ
𑂍𑂪 𑂞𑂳𑂧 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल तुम बाजार देख रहा हूँ
𑂃𑂦𑂲 𑂫𑂯 𑂍𑂱𑂞𑂰𑂥 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी वह किताब देख रहा हूँ
𑂄𑂔 𑂧𑂶𑂁 𑂍𑂱𑂞𑂰𑂥 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज मैं किताब खा रहा हूँ
𑂡𑂲𑂩𑂵 𑂧𑂶𑂁 𑂥𑂰𑂔𑂰𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे मैं बाजार जा रहा हूँ
𑂄𑂔 𑂩𑂰𑂧 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज राम स्कूल जा रहा हूँ
𑂄𑂔 𑂫𑂯 𑂮𑂹𑂍𑂴𑂪 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,आज वह स्कूल पढ़ रहा हूँ
𑂡𑂲𑂩𑂵 𑂩𑂰𑂧 𑂎𑂰𑂢𑂰 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे राम खाना लिख रहा हूँ
𑂍𑂪 𑂧𑂶𑂁 𑂥𑂰𑂔𑂰𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल मैं बाजार लिख रहा हूँ
𑂃𑂦𑂲 𑂧𑂶𑂁 𑂥𑂰𑂔𑂰𑂩 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी मैं बाजार पढ़ रहा हूँ
𑂍𑂪 𑂯𑂧 𑂍𑂱𑂞𑂰𑂥 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,कल हम किताब पढ़ रहा हूँ
𑂡𑂲𑂩𑂵 𑂮𑂲𑂞𑂰 𑂎𑂰𑂢𑂰 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे सीता खाना जा रहा हूँ
𑂡𑂲𑂩𑂵 𑂮𑂲𑂞𑂰 𑂐𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे सीता घर लिख रहा हूँ
𑂄𑂔 𑂧𑂶𑂁 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,आज मैं बाजार देख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂧𑂶𑂁 𑂐𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी मैं घर देख रहा हूँ
𑂡𑂲𑂩𑂵 𑂮𑂲𑂞𑂰 𑂎𑂰𑂢𑂰 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे सीता खाना खा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂞𑂳𑂧 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी तुम स्कूल जा रहा हूँ
𑂄𑂔 𑂫𑂯 𑂐𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,आज वह घर लिख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂞𑂳𑂧 𑂎𑂰𑂢𑂰 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी तुम खाना पढ़ रहा हूँ
𑂄𑂔 𑂧𑂶𑂁 𑂍𑂱𑂞𑂰𑂥 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज मैं किताब खा रहा हूँ
𑂍𑂪 𑂞𑂳𑂧 𑂍𑂱𑂞𑂰𑂥 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल तुम किताब खा रहा हूँ
𑂡𑂲𑂩𑂵 𑂯𑂧 𑂥𑂰𑂔𑂰𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे हम बाजार लिख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂫𑂯 𑂎𑂰𑂢𑂰 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी वह खाना लिख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂫𑂯 𑂮𑂹𑂍𑂴𑂪 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी वह स्कूल लिख रहा हूँ
𑂡𑂲𑂩𑂵 𑂯𑂧 𑂎𑂰𑂢𑂰 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे हम खाना लिख रहा हूँ
𑂃𑂦𑂲 𑂫𑂯 𑂥𑂰𑂔𑂰𑂩 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी वह बाजार खा रहा हूँ
𑂃𑂦𑂲 𑂫𑂯 𑂮𑂹𑂍𑂴𑂪 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी वह स्कूल पढ़ रहा हूँ
𑂍𑂪 𑂧𑂶𑂁 𑂐𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल मैं घर लिख रहा हूँ
𑂍𑂪 𑂧𑂶𑂁 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल मैं बाजार देख रहा हूँ
𑂃𑂦𑂲 𑂩𑂰𑂧 𑂐𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी राम घर जा रहा हूँ
𑂃𑂦𑂲 𑂮𑂲𑂞𑂰 𑂎𑂰𑂢𑂰 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी सीता खाना देख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂮𑂲𑂞𑂰 𑂎𑂰𑂢𑂰 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी सीता खाना लिख रहा हूँ
𑂍𑂪 𑂫𑂯 𑂥𑂰𑂔𑂰𑂩 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,कल वह बाजार पढ़ रहा हूँ
𑂡𑂲𑂩𑂵 𑂧𑂶𑂁 𑂐𑂩 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे मैं घर खा रहा हूँ
𑂍𑂪 𑂫𑂯 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल वह स्कूल जा रहा हूँ
𑂡𑂲𑂩𑂵 𑂫𑂯 𑂐𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे वह घर जा रहा हूँ
𑂄𑂔 𑂮𑂲𑂞𑂰 𑂍𑂱𑂞𑂰𑂥 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज सीता किताब खा रहा हूँ
𑂄𑂔 𑂩𑂰𑂧 𑂎𑂰𑂢𑂰 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,आज राम खाना पढ़ रहा हूँ
𑂄𑂔 𑂮𑂲𑂞𑂰 𑂮𑂹𑂍𑂴𑂪 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,आज सीता स्कूल पढ़ रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂩𑂰𑂧 𑂎𑂰𑂢𑂰 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी राम खाना खा रहा हूँ
𑂡𑂲𑂩𑂵 𑂫𑂯 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे वह बाजार देख रहा हूँ
𑂃𑂦𑂲 𑂞𑂳𑂧 𑂐𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी तुम घर देख रहा हूँ
𑂄𑂔 𑂯𑂧 𑂐𑂩 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज हम घर खा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂫𑂯 𑂎𑂰𑂢𑂰 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी वह खाना देख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂫𑂯 𑂮𑂹𑂍𑂴𑂪 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी वह स्कूल खा रहा हूँ
𑂄𑂔 𑂮𑂲𑂞𑂰 𑂍𑂱𑂞𑂰𑂥 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज सीता किताब खा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂮𑂲𑂞𑂰 𑂍𑂱𑂞𑂰𑂥 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी सीता किताब देख रहा हूँ
𑂍𑂪 𑂩𑂰𑂧 𑂮𑂹𑂍𑂴𑂪 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल राम स्कूल देख रहा हूँ
𑂃𑂦𑂲 𑂯𑂧 𑂎𑂰𑂢𑂰 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी हम खाना लिख रहा हूँ
𑂄𑂔 𑂧𑂶𑂁 𑂐𑂩 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज मैं घर खा रहा हूँ
𑂄𑂔 𑂧𑂶𑂁 𑂍𑂱𑂞𑂰𑂥 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज मैं किताब खा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂩𑂰𑂧 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी राम स्कूल जा रहा हूँ
𑂃𑂦𑂲 𑂯𑂧 𑂮𑂹𑂍𑂴𑂪 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी हम स्कूल देख रहा हूँ
𑂃𑂦𑂲 𑂮𑂲𑂞𑂰 𑂎𑂰𑂢𑂰 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी सीता खाना जा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂩𑂰𑂧 𑂎𑂰𑂢𑂰 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी राम खाना पढ़ रहा हूँ
𑂡𑂲𑂩𑂵 𑂫𑂯 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे वह बाजार देख रहा हूँ
𑂍𑂪 𑂫𑂯 𑂎𑂰𑂢𑂰 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल वह खाना लिख रहा हूँ
𑂄𑂔 𑂫𑂯 𑂍𑂱𑂞𑂰𑂥 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,आज वह किताब पढ़ रहा हूँ
𑂄𑂔 𑂧𑂶𑂁 𑂥𑂰𑂔𑂰𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज मैं बाजार जा रहा हूँ
𑂡𑂲𑂩𑂵 𑂩𑂰𑂧 𑂍𑂱𑂞𑂰𑂥 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे राम किताब खा रहा हूँ
𑂃𑂦𑂲 𑂮𑂲𑂞𑂰 𑂎𑂰𑂢𑂰 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी सीता खाना पढ़ रहा हूँ
𑂃𑂦𑂲 𑂯𑂧 𑂥𑂰𑂔𑂰𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी हम बाजार लिख रहा हूँ
𑂄𑂔 𑂯𑂧 𑂍𑂱𑂞𑂰𑂥 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,आज हम किताब लिख रहा हूँ
