kaithi,hindi
𑂔𑂪𑂹𑂠𑂲 𑂩𑂰𑂧 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी राम स्कूल जा रहा हूँ
𑂡𑂲𑂩𑂵 𑂧𑂶𑂁 𑂍𑂱𑂞𑂰𑂥 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे मैं किताब खा रहा हूँ
𑂃𑂦𑂲 𑂮𑂲𑂞𑂰 𑂮𑂹𑂍𑂴𑂪 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी सीता स्कूल लिख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂫𑂯 𑂍𑂱𑂞𑂰𑂥 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी वह किताब लिख रहा हूँ
𑂡𑂲𑂩𑂵 𑂧𑂶𑂁 𑂍𑂱𑂞𑂰𑂥 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे मैं किताब जा रहा हूँ
𑂍𑂪 𑂩𑂰𑂧 𑂥𑂰𑂔𑂰𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल राम बाजार लिख रहा हूँ
𑂍𑂪 𑂮𑂲𑂞𑂰 𑂥𑂰𑂔𑂰𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल सीता बाजार लिख रहा हूँ
𑂡𑂲𑂩𑂵 𑂧𑂶𑂁 𑂎𑂰𑂢𑂰 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे मैं खाना देख रहा हूँ
𑂍𑂪 𑂮𑂲𑂞𑂰 𑂥𑂰𑂔𑂰𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल सीता बाजार लिख रहा हूँ
𑂡𑂲𑂩𑂵 𑂞𑂳𑂧 𑂮𑂹𑂍𑂴𑂪 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे तुम स्कूल खा रहा हूँ
𑂡𑂲𑂩𑂵 𑂫𑂯 𑂎𑂰𑂢𑂰 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे वह खाना जा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂧𑂶𑂁 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी मैं स्कूल जा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂩𑂰𑂧 𑂎𑂰𑂢𑂰 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी राम खाना लिख रहा हूँ
𑂍𑂪 𑂫𑂯 𑂐𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल वह घर जा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂧𑂶𑂁 𑂮𑂹𑂍𑂴𑂪 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी मैं स्कूल लिख रहा हूँ
𑂄𑂔 𑂩𑂰𑂧 𑂎𑂰𑂢𑂰 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,आज राम खाना पढ़ रहा हूँ
𑂍𑂪 𑂯𑂧 𑂐𑂩 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,कल हम घर पढ़ रहा हूँ
𑂃𑂦𑂲 𑂫𑂯 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी वह बाजार देख रहा हूँ
𑂡𑂲𑂩𑂵 𑂧𑂶𑂁 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे मैं स्कूल जा रहा हूँ
𑂡𑂲𑂩𑂵 𑂩𑂰𑂧 𑂍𑂱𑂞𑂰𑂥 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे राम किताब देख रहा हूँ
𑂄𑂔 𑂞𑂳𑂧 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज तुम स्कूल जा रहा हूँ
𑂍𑂪 𑂞𑂳𑂧 𑂐𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल तुम घर जा रहा हूँ
𑂡𑂲𑂩𑂵 𑂫𑂯 𑂎𑂰𑂢𑂰 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे वह खाना देख रहा हूँ
𑂡𑂲𑂩𑂵 𑂯𑂧 𑂎𑂰𑂢𑂰 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे हम खाना खा रहा हूँ
𑂍𑂪 𑂮𑂲𑂞𑂰 𑂍𑂱𑂞𑂰𑂥 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल सीता किताब देख रहा हूँ
𑂍𑂪 𑂩𑂰𑂧 𑂐𑂩 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल राम घर खा रहा हूँ
𑂡𑂲𑂩𑂵 𑂯𑂧 𑂍𑂱𑂞𑂰𑂥 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे हम किताब खा रहा हूँ
𑂄𑂔 𑂮𑂲𑂞𑂰 𑂥𑂰𑂔𑂰𑂩 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज सीता बाजार खा रहा हूँ
𑂡𑂲𑂩𑂵 𑂫𑂯 𑂥𑂰𑂔𑂰𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे वह बाजार लिख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂞𑂳𑂧 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी तुम स्कूल जा रहा हूँ
𑂡𑂲𑂩𑂵 𑂯𑂧 𑂍𑂱𑂞𑂰𑂥 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे हम किताब लिख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂯𑂧 𑂍𑂱𑂞𑂰𑂥 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी हम किताब लिख रहा हूँ
𑂄𑂔 𑂞𑂳𑂧 𑂎𑂰𑂢𑂰 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज तुम खाना खा रहा हूँ
𑂃𑂦𑂲 𑂩𑂰𑂧 𑂐𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी राम घर लिख रहा हूँ
𑂄𑂔 𑂯𑂧 𑂥𑂰𑂔𑂰𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,आज हम बाजार लिख रहा हूँ
𑂃𑂦𑂲 𑂧𑂶𑂁 𑂮𑂹𑂍𑂴𑂪 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी मैं स्कूल पढ़ रहा हूँ
𑂄𑂔 𑂧𑂶𑂁 𑂥𑂰𑂔𑂰𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज मैं बाजार जा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂮𑂲𑂞𑂰 𑂥𑂰𑂔𑂰𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी सीता बाजार जा रहा हूँ
𑂡𑂲𑂩𑂵 𑂧𑂶𑂁 𑂍𑂱𑂞𑂰𑂥 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे मैं किताब पढ़ रहा हूँ
𑂄𑂔 𑂩𑂰𑂧 𑂐𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,आज राम घर देख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂫𑂯 𑂐𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी वह घर जा रहा हूँ
𑂍𑂪 𑂯𑂧 𑂎𑂰𑂢𑂰 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,कल हम खाना पढ़ रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂞𑂳𑂧 𑂎𑂰𑂢𑂰 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी तुम खाना पढ़ रहा हूँ
𑂍𑂪 𑂩𑂰𑂧 𑂮𑂹𑂍𑂴𑂪 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल राम स्कूल देख रहा हूँ
𑂡𑂲𑂩𑂵 𑂞𑂳𑂧 𑂐𑂩 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे तुम घर पढ़ रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂞𑂳𑂧 𑂍𑂱𑂞𑂰𑂥 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी तुम किताब देख रहा हूँ
𑂃𑂦𑂲 𑂩𑂰𑂧 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी राम स्कूल जा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂩𑂰𑂧 𑂥𑂰𑂔𑂰𑂩 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी राम बाजार पढ़ रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂧𑂶𑂁 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी मैं स्कूल जा रहा हूँ
𑂃𑂦𑂲 𑂩𑂰𑂧 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी राम स्कूल जा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂫𑂯 𑂎𑂰𑂢𑂰 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी वह खाना खा रहा हूँ
𑂡𑂲𑂩𑂵 𑂫𑂯 𑂎𑂰𑂢𑂰 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे वह खाना पढ़ रहा हूँ
𑂄𑂔 𑂮𑂲𑂞𑂰 𑂐𑂩 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,आज सीता घर पढ़ रहा हूँ
𑂡𑂲𑂩𑂵 𑂮𑂲𑂞𑂰 𑂮𑂹𑂍𑂴𑂪 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे सीता स्कूल लिख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂯𑂧 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी हम बाजार देख रहा हूँ
𑂄𑂔 𑂩𑂰𑂧 𑂥𑂰𑂔𑂰𑂩 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज राम बाजार खा रहा हूँ
𑂃𑂦𑂲 𑂯𑂧 𑂥𑂰𑂔𑂰𑂩 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी हम बाजार खा रहा हूँ
𑂍𑂪 𑂞𑂳𑂧 𑂮𑂹𑂍𑂴𑂪 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल तुम स्कूल देख रहा हूँ
𑂄𑂔 𑂫𑂯 𑂐𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,आज वह घर लिख रहा हूँ
𑂡𑂲𑂩𑂵 𑂮𑂲𑂞𑂰 𑂮𑂹𑂍𑂴𑂪 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे सीता स्कूल पढ़ रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂩𑂰𑂧 𑂮𑂹𑂍𑂴𑂪 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी राम स्कूल खा रहा हूँ
𑂡𑂲𑂩𑂵 𑂫𑂯 𑂎𑂰𑂢𑂰 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे वह खाना खा रहा हूँ
𑂄𑂔 𑂞𑂳𑂧 𑂐𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,आज तुम घर लिख रहा हूँ
𑂄𑂔 𑂧𑂶𑂁 𑂥𑂰𑂔𑂰𑂩 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,आज मैं बाजार पढ़ रहा हूँ
𑂍𑂪 𑂩𑂰𑂧 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल राम बाजार देख रहा हूँ
𑂃𑂦𑂲 𑂧𑂶𑂁 𑂍𑂱𑂞𑂰𑂥 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी मैं किताब देख रहा हूँ
𑂍𑂪 𑂫𑂯 𑂍𑂱𑂞𑂰𑂥 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल वह किताब लिख रहा हूँ
𑂃𑂦𑂲 𑂫𑂯 𑂮𑂹𑂍𑂴𑂪 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी वह स्कूल पढ़ रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂧𑂶𑂁 𑂍𑂱𑂞𑂰𑂥 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी मैं किताब खा रहा हूँ
𑂡𑂲𑂩𑂵 𑂩𑂰𑂧 𑂎𑂰𑂢𑂰 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे राम खाना खा रहा हूँ
𑂡𑂲𑂩𑂵 𑂧𑂶𑂁 𑂮𑂹𑂍𑂴𑂪 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे मैं स्कूल पढ़ रहा हूँ
𑂄𑂔 𑂮𑂲𑂞𑂰 𑂐𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,आज सीता घर देख रहा हूँ
𑂍𑂪 𑂫𑂯 𑂥𑂰𑂔𑂰𑂩 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,कल वह बाजार पढ़ रहा हूँ
𑂍𑂪 𑂞𑂳𑂧 𑂎𑂰𑂢𑂰 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल तुम खाना खा रहा हूँ
𑂍𑂪 𑂧𑂶𑂁 𑂎𑂰𑂢𑂰 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल मैं खाना लिख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂧𑂶𑂁 𑂍𑂱𑂞𑂰𑂥 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी मैं किताब जा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂞𑂳𑂧 𑂮𑂹𑂍𑂴𑂪 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी तुम स्कूल लिख रहा हूँ
𑂃𑂦𑂲 𑂩𑂰𑂧 𑂍𑂱𑂞𑂰𑂥 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी राम किताब देख रहा हूँ
𑂍𑂪 𑂫𑂯 𑂥𑂰𑂔𑂰𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल वह बाजार लिख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂫𑂯 𑂎𑂰𑂢𑂰 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी वह खाना पढ़ रहा हूँ
𑂍𑂪 𑂧𑂶𑂁 𑂐𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल मैं घर देख रहा हूँ
𑂃𑂦𑂲 𑂯𑂧 𑂥𑂰𑂔𑂰𑂩 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी हम बाजार खा रहा हूँ
𑂄𑂔 𑂫𑂯 𑂎𑂰𑂢𑂰 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज वह खाना खा रहा हूँ
𑂄𑂔 𑂫𑂯 𑂐𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,आज वह घर देख रहा हूँ
𑂃𑂦𑂲 𑂩𑂰𑂧 𑂍𑂱𑂞𑂰𑂥 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी राम किताब पढ़ रहा हूँ
𑂡𑂲𑂩𑂵 𑂮𑂲𑂞𑂰 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे सीता बाजार देख रहा हूँ
𑂍𑂪 𑂫𑂯 𑂎𑂰𑂢𑂰 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल वह खाना खा रहा हूँ
𑂄𑂔 𑂫𑂯 𑂍𑂱𑂞𑂰𑂥 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,आज वह किताब देख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂞𑂳𑂧 𑂐𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी तुम घर जा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂞𑂳𑂧 𑂥𑂰𑂔𑂰𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी तुम बाजार लिख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂯𑂧 𑂍𑂱𑂞𑂰𑂥 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी हम किताब जा रहा हूँ
𑂡𑂲𑂩𑂵 𑂮𑂲𑂞𑂰 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे सीता बाजार देख रहा हूँ
𑂃𑂦𑂲 𑂩𑂰𑂧 𑂮𑂹𑂍𑂴𑂪 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी राम स्कूल पढ़ रहा हूँ
𑂃𑂦𑂲 𑂮𑂲𑂞𑂰 𑂐𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी सीता घर लिख रहा हूँ
𑂃𑂦𑂲 𑂧𑂶𑂁 𑂥𑂰𑂔𑂰𑂩 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी मैं बाजार पढ़ रहा हूँ
𑂡𑂲𑂩𑂵 𑂞𑂳𑂧 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे तुम बाजार देख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂫𑂯 𑂐𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी वह घर लिख रहा हूँ
𑂡𑂲𑂩𑂵 𑂩𑂰𑂧 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे राम बाजार देख रहा हूँ
𑂄𑂔 𑂩𑂰𑂧 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,आज राम बाजार देख रहा हूँ
𑂃𑂦𑂲 𑂯𑂧 𑂎𑂰𑂢𑂰 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी हम खाना देख रहा हूँ
𑂡𑂲𑂩𑂵 𑂯𑂧 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे हम बाजार देख रहा हूँ
𑂃𑂦𑂲 𑂮𑂲𑂞𑂰 𑂎𑂰𑂢𑂰 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी सीता खाना देख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂫𑂯 𑂥𑂰𑂔𑂰𑂩 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी वह बाजार जा रहा हूँ
𑂄𑂔 𑂧𑂶𑂁 𑂎𑂰𑂢𑂰 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,आज मैं खाना पढ़ रहा हूँ
𑂍𑂪 𑂫𑂯 𑂐𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल वह घर देख रहा हूँ
𑂍𑂪 𑂫𑂯 𑂐𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल वह घर लिख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂩𑂰𑂧 𑂐𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी राम घर लिख रहा हूँ
𑂄𑂔 𑂯𑂧 𑂮𑂹𑂍𑂴𑂪 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,आज हम स्कूल पढ़ रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂯𑂧 𑂥𑂰𑂔𑂰𑂩 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी हम बाजार पढ़ रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂩𑂰𑂧 𑂐𑂩 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी राम घर खा रहा हूँ
𑂄𑂔 𑂯𑂧 𑂮𑂹𑂍𑂴𑂪 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,आज हम स्कूल खा रहा हूँ
𑂍𑂪 𑂮𑂲𑂞𑂰 𑂍𑂱𑂞𑂰𑂥 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,कल सीता किताब पढ़ रहा हूँ
𑂍𑂪 𑂧𑂶𑂁 𑂍𑂱𑂞𑂰𑂥 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,कल मैं किताब पढ़ रहा हूँ
𑂡𑂲𑂩𑂵 𑂫𑂯 𑂎𑂰𑂢𑂰 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे वह खाना पढ़ रहा हूँ
𑂡𑂲𑂩𑂵 𑂯𑂧 𑂥𑂰𑂔𑂰𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे हम बाजार लिख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂮𑂲𑂞𑂰 𑂎𑂰𑂢𑂰 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी सीता खाना लिख रहा हूँ
𑂍𑂪 𑂯𑂧 𑂍𑂱𑂞𑂰𑂥 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल हम किताब जा रहा हूँ
𑂍𑂪 𑂫𑂯 𑂥𑂰𑂔𑂰𑂩 𑂪𑂱𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,कल वह बाजार लिख रहा हूँ
𑂃𑂦𑂲 𑂧𑂶𑂁 𑂮𑂹𑂍𑂴𑂪 𑂔𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,अभी मैं स्कूल जा रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂫𑂯 𑂥𑂰𑂔𑂰𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी वह बाजार देख रहा हूँ
𑂍𑂪 𑂩𑂰𑂧 𑂍𑂱𑂞𑂰𑂥 𑂎𑂰 𑂩𑂯𑂰 𑂯𑂴𑂀,कल राम किताब खा रहा हूँ
𑂡𑂲𑂩𑂵 𑂞𑂳𑂧 𑂮𑂹𑂍𑂴𑂪 𑂣𑂜 𑂩𑂯𑂰 𑂯𑂴𑂀,धीरे तुम स्कूल पढ़ रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂞𑂳𑂧 𑂐𑂩 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी तुम घर देख रहा हूँ
𑂔𑂪𑂹𑂠𑂲 𑂞𑂳𑂧 𑂎𑂰𑂢𑂰 𑂠𑂵𑂎 𑂩𑂯𑂰 𑂯𑂴𑂀,जल्दी तुम खाना देख रहा हूँ
